latitude,longitude
-6.022325938497532,-35.19873177217607
-6.022310395087887,-35.19872886926081
-6.022294819504788,-35.198725485583275
-6.022279466585767,-35.19872259453399
-6.022263631933629,-35.19872037236465
-6.022247909652443,-35.19871826665863
-6.022231918625792,-35.19871577946025
-6.022215941567223,-35.19871324207589
-6.02219952169111,-35.19871114807703
-6.022183627592326,-35.19870959685225
-6.02216763436457,-35.19870799534464
-6.0221515831698005,-35.19870608571562
-6.022135429872587,-35.19870414733741
-6.02211939662061,-35.19870260327728
-6.022103709528491,-35.19870139235399
-6.022087506822621,-35.19870007578021
-6.022071231090191,-35.19869853045792
-6.022054799108175,-35.19869705289193
-6.022038648835826,-35.1986959735186
-6.022022606563952,-35.19869510917952
-6.0220063145582285,-35.198694096151605
-6.02199041912077,-35.19869288196268
-6.02197422901787,-35.1986916616214
-6.021958195816459,-35.19869065349739
-6.0219420363528515,-35.19868971393758
-6.0219260203673075,-35.198688599172755
-6.021909876513356,-35.19868733353452
-6.021893915288024,-35.198686229491315
-6.021877326202091,-35.1986853497336
-6.02186125931504,-35.19868456328251
-6.021845128478666,-35.198683617453526
-6.0218287652788165,-35.198682539479684
-6.021812246563248,-35.19868154002458
-6.021796097571571,-35.19868070825406
-6.021780253131133,-35.19867984649218
-6.021764260894535,-35.19867877788806
-6.0217478379063065,-35.19867757489006
-6.021731747251305,-35.198676508574955
-6.02171580044568,-35.198675593085504
-6.0216998660420815,-35.198674639784336
-6.02168393439796,-35.198673524932424
-6.021668187591823,-35.1986723660211
-6.021652439590944,-35.19867132638413
-6.021636195971487,-35.19867036727697
-6.021619865429104,-35.19866932009841
-6.021603254808216,-35.19866805643787
-6.02158753031717,-35.19866680382712
-6.021571507400959,-35.1986656264695
-6.02155547422136,-35.198664512194796
-6.021539444438104,-35.198663286478
-6.021522973129377,-35.19866185679543
-6.021507140096008,-35.19866048558058
-6.021490989243639,-35.19865922464184
-6.021475134920544,-35.19865803486764
-6.021459143323126,-35.198656694841205
-6.021443578193615,-35.19865530748807
-6.021428085637556,-35.19865447542457
-6.021412820090606,-35.19865259597132
-6.021397698686181,-35.19864949207649
-6.021383115707332,-35.19864635238167
-6.021368684098294,-35.198643525293775
-6.021353762111521,-35.19864039110552
-6.021339009183201,-35.198636458399264
-6.02132504409455,-35.19863210422056
-6.0213111768396566,-35.19862781368695
-6.021296827002271,-35.198623567200855
-6.021282163858146,-35.198618886059805
-6.0212681440793485,-35.19861365613445
-6.02125439459406,-35.19860804569235
-6.02124098114025,-35.198602637581565
-6.02122730016546,-35.19859730199019
-6.0212137694410925,-35.19859178146763
-6.021200537184193,-35.19858583724804
-6.021186921750065,-35.19857944306657
-6.0211737798185485,-35.19857345316351
-6.021160163546779,-35.19856739113037
-6.021146144371467,-35.19856080932037
-6.021133179988184,-35.19855422422244
-6.02112002952574,-35.198547404516965
-6.021106942418717,-35.198540818333186
-6.021094077850019,-35.19853438740585
-6.021080983552725,-35.19852749476635
-6.021068200291827,-35.19852037425746
-6.021055440701879,-35.19851325451417
-6.021042894935902,-35.198506482031284
-6.021030018136703,-35.19849954265635
-6.021017397516027,-35.198492424553635
-6.021004726619803,-35.19848498991557
-6.020992283653119,-35.19847776446313
-6.0209795569029065,-35.198470594744215
-6.020967170955541,-35.19846355850007
-6.020954322981709,-35.19845590807604
-6.0209416040944905,-35.19844809094686
-6.020929144652747,-35.19844055050331
-6.020916912425516,-35.198433304923
-6.020904665500137,-35.19842593128062
-6.020892375348525,-35.19841822132385
-6.020879845362244,-35.19841024393881
-6.02086765577379,-35.19840266974633
-6.020855396670458,-35.19839519957333
-6.020843080348686,-35.1983875409259
-6.020830968147027,-35.19837972418224
-6.020818526162081,-35.19837164592867
-6.02080637482606,-35.1983639272511
-6.020794141000055,-35.198356202519506
-6.0207821948696605,-35.198348432405034
-6.020770256919208,-35.19834042649984
-6.0207583701792755,-35.19833248457999
-6.020746399130475,-35.1983246761726
-6.020734167483265,-35.19831671719817
-6.020722151927063,-35.19830867848992
-6.020710206042393,-35.19830051740066
-6.020697757280297,-35.19829208875737
-6.0206859995235344,-35.19828427673766
-6.020673939123818,-35.19827616995319
-6.020662280855936,-35.198268067396086
-6.0206505230415015,-35.19825979212228
-6.020638816741314,-35.19825167497808
-6.020626774568616,-35.198243423958544
-6.020615035050276,-35.19823527939838
-6.020603239542277,-35.19822691723139
-6.020591508234779,-35.19821864732004
-6.0205797053007,-35.19821049580029
-6.020567501879501,-35.19820195637177
-6.020555892392332,-35.198193485795976
-6.020544221545607,-35.198184767067254
-6.020532737339888,-35.19817630122003
-6.020521093095943,-35.19816789106469
-6.020509074865863,-35.19815913636148
-6.020497479119892,-35.19815049618886
-6.020485782481755,-35.19814172909205
-6.020474237550536,-35.198133234108134
-6.020462851724057,-35.19812490135
-6.020451283036289,-35.19811627517735
-6.020439919601244,-35.198107553948596
-6.020428045254251,-35.19809837120812
-6.020416493125325,-35.19808956417798
-6.020405145409,-35.19808094132962
-6.020393907440482,-35.19807222002898
-6.02038216322067,-35.198062909189915
-6.02037053249963,-35.19805376195066
-6.020358774393203,-35.19804466808023
-6.0203472589240485,-35.198035739557284
-6.020336166801929,-35.198026950597836
-6.020324975333868,-35.19801799020334
-6.020313839390953,-35.19800918277693
-6.020302110722961,-35.198000000883354
-6.020290980950572,-35.19799118930492
-6.020279942870991,-35.19798226935421
-6.020268701979237,-35.19797314360695
-6.02025769785994,-35.19796429421763
-6.020246065575322,-35.197954966919525
-6.020235111858978,-35.19794603651143
-6.0202238964104575,-35.197936755790955
-6.020212720755804,-35.19792753540765
-6.020201385606425,-35.197918305980814
-6.020190364367104,-35.19790934751129
-6.020179465622324,-35.19790038037517
-6.020168489312282,-35.197891288347584
-6.020157602871704,-35.197882320431
-6.020146360805862,-35.197873116172595
-6.020135479663465,-35.19786412317846
-6.020124405970132,-35.19785480012178
-6.020113207178115,-35.19784528691059
-6.02010214325474,-35.19783593852652
-6.020091172795799,-35.197826688944545
-6.020080304419636,-35.197817457987846
-6.020069203305216,-35.19780797573108
-6.02005819746833,-35.19779862476087
-6.020047105834188,-35.197789286327364
-6.020035964025299,-35.19777989119479
-6.020025190304512,-35.19777069740551
-6.020014509959752,-35.19776149014256
-6.020003494577316,-35.197751986910205
-6.019992632879651,-35.197742604607654
-6.019981922223286,-35.19773327436185
-6.019971208558414,-35.197723850354016
-6.019960313311439,-35.19771424906448
-6.019949562673485,-35.19770484099167
-6.01993869749421,-35.19769536210778
-6.019928081446455,-35.19768602416638
-6.019917238194929,-35.19767640996867
-6.019906526262848,-35.19766693496843
-6.019895845411768,-35.197657521227285
-6.019884864241452,-35.19764779323831
-6.019874148015237,-35.1976381788223
-6.019863367991562,-35.19762844194563
-6.01985267888089,-35.197618811791074
-6.019842100481258,-35.19760928261495
-6.019831519275878,-35.19759967527734
-6.019820932446448,-35.19758997474713
-6.019810522387762,-35.19758041128386
-6.019800055391389,-35.19757081800043
-6.0197894396972655,-35.197561070464765
-6.019779066747166,-35.197551469602395
-6.019768867322338,-35.197541981049184
-6.019758233045415,-35.19753211164014
-6.019747695259775,-35.19752233016617
-6.019737123540457,-35.19751247469002
-6.019726681028055,-35.19750267955137
-6.019716280135509,-35.19749285637459
-6.0197059324812425,-35.19748302737596
-6.0196954195654255,-35.19747299146452
-6.01968536585678,-35.1974633298555
-6.019675231987156,-35.19745350954181
-6.01966477498614,-35.19744330662067
-6.019654269391966,-35.19743310430235
-6.019644051027404,-35.197423189825386
-6.019633828193379,-35.19741316902043
-6.019623383153013,-35.19740284351964
-6.019614081235682,-35.197392701013825
-6.019602424409919,-35.19738553625813
-6.01959375933161,-35.19737497453764
-6.019586693052322,-35.19736427828941
-6.019577212649304,-35.19735288752532
-6.019567276536589,-35.19734267735111
-6.019557812566162,-35.1973324726595
-6.019548381544204,-35.19732075848524
-6.019539548100822,-35.19730926234432
-6.01953039441359,-35.19729817241868
-6.019520712494933,-35.19728692184339
-6.019511515204538,-35.19727566838056
-6.019502655862333,-35.19726402912479
-6.01949374908668,-35.197252463991674
-6.019484443602471,-35.19724080056161
-6.019475199440142,-35.19722921487577
-6.019466470267256,-35.197217715957194
-6.019457990267202,-35.1972062438554
-6.019448794016382,-35.197194098794995
-6.019439853088761,-35.19718250322337
-6.0194311257778885,-35.19717095109708
-6.019422521166797,-35.1971591924888
-6.019413957198451,-35.19714750133309
-6.019405153502518,-35.197135694195104
-6.01939663202439,-35.19712434851133
-6.019387904177784,-35.19711245205465
-6.019379150534314,-35.19710039234352
-6.019370467404974,-35.19708858880497
-6.019361971439319,-35.1970771855126
-6.019353499532286,-35.197065743423636
-6.019344937961524,-35.197053938256396
-6.019336440549784,-35.19704217120906
-6.019327794452356,-35.19703036584452
-6.019319164220718,-35.19701864769853
-6.019310735971712,-35.197006999697
-6.0193022271267935,-35.19699515363403
-6.019293748711468,-35.196983527772595
-6.01928504183533,-35.19697180184425
-6.019276456269731,-35.196960142245466
-6.01926783070354,-35.19694816825839
-6.019259327218441,-35.196936438142
-6.0192508769760815,-35.19692504619044
-6.019242057790462,-35.196913256938394
-6.019233661840664,-35.19690185058332
-6.019225334547609,-35.196890450611946
-6.0192164007218505,-35.196878376003376
-6.019207658842054,-35.196866764322216
-6.019198866238228,-35.19685504226678
-6.019190374920834,-35.196843588080014
-6.019181578513825,-35.19683173354808
-6.019173113344779,-35.19682046089086
-6.019164449681323,-35.19680898958771
-6.019155839592757,-35.196797498870225
-6.019147192859289,-35.19678591649993
-6.019138659564606,-35.19677460157079
-6.019129870492461,-35.19676313835569
-6.019120933404211,-35.19675157378079
-6.0191122365447445,-35.19674029787001
-6.019103169762594,-35.19672852249103
-6.01909432301906,-35.19671711041325
-6.019085424403684,-35.19670570490706
-6.019076404878826,-35.1966941167701
-6.019067544864226,-35.19668268262907
-6.01905871326402,-35.19667131443571
-6.019049553140875,-35.196659643428035
-6.019040569552829,-35.19664827786526
-6.019031517087269,-35.19663686889629
-6.01902264962742,-35.19662576060961
-6.019013689745522,-35.19661465657526
-6.019004643752726,-35.19660354967319
-6.01899568054075,-35.19659257622028
-6.018986724930678,-35.19658161457881
-6.018977630197323,-35.19657050041674
-6.0189686024011415,-35.196559509494314
-6.0189595543976075,-35.19654852455502
-6.018950449552067,-35.19653748400779
-6.018941270603208,-35.19652639980601
-6.018932089733012,-35.19651541449061
-6.018922854857455,-35.196504475067066
-6.018913627926361,-35.19649363904828
-6.018904374605492,-35.19648285262273
-6.018895127576607,-35.19647216489287
-6.018885848851336,-35.19646152389366
-6.0188765080235545,-35.19645085585409
-6.018867242057247,-35.19644030108773
-6.018857649760016,-35.19642954004196
-6.0188482655386055,-35.19641881861457
-6.018839141901393,-35.19640810210115
-6.018829665197616,-35.19639701675519
-6.01882006355495,-35.19638601622723
-6.0188104993655775,-35.19637508673492
-6.018800990153884,-35.19636402874874
-6.018791715015157,-35.19635315851767
-6.018782420327756,-35.1963424267973
-6.018773013446878,-35.19633171495297
-6.018763668068496,-35.19632097131327
-6.018754233418684,-35.196309930147514
-6.018744886388979,-35.19629897780653
-6.0187355258143915,-35.19628811530626
-6.018726145637094,-35.196277233646306
-6.018716520538962,-35.19626596609377
-6.018707202979255,-35.1962549957462
-6.018697846522978,-35.19624405199646
-6.018688622559739,-35.19623338924301
-6.018679234286116,-35.19622258339553
-6.018669954962814,-35.19621183516888
-6.018660504177525,-35.19620087484328
-6.018651264963052,-35.196190268432616
-6.018641771809002,-35.19617948177754
-6.01863241509246,-35.19616876508863
-6.018623126553772,-35.1961580352169
-6.018613637650727,-35.19614722732993
-6.018604282257987,-35.19613663903921
-6.0185949486786425,-35.19612582178896
-6.018585562243074,-35.19611474330476
-6.018576263094142,-35.196103929756895
-6.018566563902442,-35.19609305701653
-6.018557006381487,-35.196082404586456
-6.018547618322687,-35.19607174168131
-6.01853816597564,-35.19606092246312
-6.018528621645772,-35.19605019665682
-6.018518902528964,-35.19603945204959
-6.018509134683163,-35.19602860380576
-6.018499656568335,-35.196017889229545
-6.018490383071181,-35.19600740389791
-6.018480894148637,-35.19599683885511
-6.018471302424982,-35.19598627754311
-6.018461745451659,-35.19597567819862
-6.018452351632148,-35.1959651876526
-6.018442810114471,-35.19595463279601
-6.018433259548309,-35.19594424946437
-6.018423538289886,-35.195933738960015
-6.018413893345964,-35.19592324623403
-6.018404069982951,-35.19591255095829
-6.018394394424689,-35.19590210782472
-6.018384548431292,-35.195891567624805
-6.018374911727627,-35.19588122024617
-6.018365215335393,-35.1958707522018
-6.018355552779174,-35.195860349262325
-6.018345919704851,-35.19585009785957
-6.018336004539964,-35.19583962602787
-6.018326173566618,-35.195829245087204
-6.018316476055985,-35.19581901794153
-6.018306683325159,-35.195808778940965
-6.018296842912683,-35.19579859850776
-6.018286795414884,-35.1957882341218
-6.0182770186440395,-35.195778126291295
-6.018267243896822,-35.195768023479204
-6.018257395230209,-35.19575791032937
-6.018247273454424,-35.195747572425226
-6.018236943536061,-35.19573702999017
-6.018224962846526,-35.195727079494766
-6.018217228643746,-35.19571909394003
-6.018209604383269,-35.19570709477263
-6.0181994669779995,-35.1956987411668
-6.0181885005673035,-35.195691193818035
-6.018176535862043,-35.19568138816878
-6.01816661120812,-35.19567228350534
-6.018155328885552,-35.19566272448476
-6.018143417017512,-35.195653818812964
-6.018131978138163,-35.19564561941938
-6.018120266272588,-35.19563670234663
-6.018108517119628,-35.19562763399561
-6.018096817123485,-35.195619188145216
-6.018083475830998,-35.19561010360122
-6.0180716568055646,-35.19560197984
-6.0180595699897985,-35.19559350626594
-6.01804734218857,-35.19558511038373
-6.0180351468298205,-35.19557727883252
-6.01802282331282,-35.19556936496584
-6.01801079467096,-35.19556105235772
-6.017999205914814,-35.19555297178835
-6.0179869577043,-35.19554481824382
-6.017974918484585,-35.195537002476115
-6.017963005927958,-35.195528985605726
-6.0179509164687195,-35.19552053493868
-6.017938885243373,-35.19551222760147
-6.017926907111216,-35.195504185484324
-6.017914953104442,-35.195496041737506
-6.0179032715167615,-35.19548776686162
-6.017891445697983,-35.19547932152877
-6.017879755865584,-35.19547112584815
-6.017868026250887,-35.19546305017343
-6.017856256965432,-35.195454829906716
-6.017844454624594,-35.19544647798973
-6.017832653714143,-35.19543813694341
-6.017820942167826,-35.19542993442829
-6.017808908913729,-35.19542147550645
-6.017797304918743,-35.195413165216586
-6.017785717951738,-35.195404801763964
-6.017773737026063,-35.195396181291215
-6.017762038376363,-35.19538778633968
-6.017750459851712,-35.19537938073328
-6.0177390293233355,-35.19537101310732
-6.0177275535274175,-35.19536261858196
-6.0177161093201414,-35.19535431136571
-6.017704553420586,-35.195345918306266
-6.017692892494855,-35.195337383150395
-6.0176807781124175,-35.19532845852994
-6.017669242928517,-35.195319962673516
-6.017657591240645,-35.19531137441801
-6.017646136046525,-35.19530284698931
-6.017634307859578,-35.195293947564046
-6.017622741465453,-35.195285200082346
-6.017611278077511,-35.19527654806375
-6.017599579135321,-35.19526770041218
-6.017588023030858,-35.195258915881546
-6.017576752423381,-35.195250323805006
-6.017565194813179,-35.19524152226408
-6.017553804414783,-35.19523287321614
-6.017542601106372,-35.195224333598745
-6.0175310947202405,-35.195215486748125
-6.017519591071938,-35.19520656880501
-6.01750842097507,-35.195197885072524
-6.017497056171276,-35.19518901304175
-6.01748561260632,-35.195180016942444
-6.017474254340728,-35.195171016380456
-6.017463303877457,-35.1951623092229
-6.017452118990727,-35.195153425871645
-6.017440997167262,-35.19514458684486
-6.017429784948514,-35.19513564301351
-6.017418754695411,-35.195126813785265
-6.0174072987437945,-35.195117633104445
-6.017396081363691,-35.195108620375244
-6.017384948942706,-35.195099616995776
-6.017373918835847,-35.195090618529136
-6.017362912782652,-35.195081586823676
-6.017351905626757,-35.19507252267922
